"d_relationship","d_gender","d_orientation","d_age","d_country","d_ethnicity","lf_for","lf_single","lf_want","AttachmnetStyle","mono","long","relationships","family","anx","avoid"
"Single","Woman","Straight",33,"NY","Asian","For  long-term dating","Who are single","Men","secure",0.961538461538462,0.866666666666667,0.916666666666667,0.884615384615385,0,0
"Single","Woman","Bisexual",38,"WA","Hispanic / Latin, White","For  new friends","Who are single","Everyone","avoidant",0.884615384615385,0.716666666666667,0.785714285714286,0.75,0.0357142857142857,0.0833333333333333
"Single","Woman","Straight",51,"CA","White","For  new friends","Who are single","Men","avoidant",0.615384615384615,0.633333333333333,0.642857142857143,0.75,0.142857142857143,0.291666666666667
"Single","Man","Straight",33,"Ontario","White","For  new friends, long-term dating, short-term dating, casual sex","Who are single","Women","avoidant",0.653846153846154,0.566666666666667,0.607142857142857,0.653846153846154,0.107142857142857,0.166666666666667
"Single","Man","Straight",37,"PA","White, Other","For  new friends, long-term dating","Who are single","Women","anxious",0.923076923076923,0.65,0.75,0.826923076923077,0,0
"Single","Man","Straight",25,"Singapore","Asian","For  new friends, long-term dating, short-term dating","Who are single","Women","secure",0.884615384615385,0.85,0.880952380952381,0.865384615384615,0,0.0833333333333333
"Single","Man","Straight",28,"NY","Asian","For  new friends, long-term dating, short-term dating","Who are single","Women","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0.0833333333333333
"Single","Man","Straight",29,"NJ","White","For  long-term dating, short-term dating","Who are single","Women","secure",0.923076923076923,0.816666666666667,0.869047619047619,0.865384615384615,0,0
"Single","Man","Straight",31,"NJ","White","For  new friends, long-term dating, short-term dating","Who are single","Women","secure",0.923076923076923,0.833333333333333,0.880952380952381,0.865384615384615,0,0
"Single","Man","Straight",24,"MO","White","For  new friends, long-term dating","Who are single","Women","avoidant",0.923076923076923,0.916666666666667,0.94047619047619,0.788461538461538,0,0.0833333333333333
"Single","Man","Gay",29,"OR","White","For  new friends, long-term dating, short-term dating","Who are single","Men","avoidant",0.846153846153846,0.8,0.80952380952381,0.288461538461538,0.392857142857143,0.5
"Single","Man","Straight",28,"OH","White","For  new friends","Who are single","Women","avoidant",0.923076923076923,0.816666666666667,0.869047619047619,0.826923076923077,0,0.0833333333333333
NA,NA,NA,NA,NA,NA,NA,NA,NA,"secure",1,0.916666666666667,0.964285714285714,0.884615384615385,0.0714285714285714,0
"Single","Man","Straight",40,"WA","White","For  long-term dating, short-term dating, casual sex","Who are single","Women","secure",0.807692307692308,0.8,0.821428571428571,0.865384615384615,0,0
"Single","Man","Bisexual",22,"UK","White","For  new friends","Who are single","Everyone","avoidant",0.5,0.766666666666667,0.702380952380952,0.634615384615385,0.0714285714285714,0.166666666666667
"Single","Man","Straight",21,"NJ",NA,"For  new friends, casual sex","Who are single","Women","secure",0.769230769230769,0.916666666666667,0.892857142857143,0.865384615384615,0,0
"Single","Man","Straight",34,"NY","Black, White","For  new friends, long-term dating, short-term dating","Who are single","Women","fearful",0.653846153846154,0.65,0.666666666666667,0.730769230769231,0.0714285714285714,0.0833333333333333
"Single","Woman","Straight",25,"UK","White","For  new friends, long-term dating, short-term dating","Who are single","Men who like women","secure",0.884615384615385,0.783333333333333,0.833333333333333,0.865384615384615,0.0714285714285714,0
"Single","Man","Straight",28,"India",NA,"For  new friends","Who are single","Women","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0.0833333333333333
"Single","Man","Straight",39,"NC","White","For  new friends, long-term dating, short-term dating","Who are single","Women","avoidant",0.730769230769231,0.6,0.654761904761905,0.807692307692308,0.0714285714285714,0.166666666666667
"Single","Woman","Straight",27,"NJ","White","For  new friends, long-term dating","Who are single","Men","secure",0.923076923076923,0.866666666666667,0.904761904761905,0.865384615384615,0,0.0833333333333333
"Single","Woman","Straight",31,"IL","White, Other","For  new friends, long-term dating, short-term dating","Who are single","Men","avoidant",1,0.583333333333333,0.726190476190476,0.826923076923077,0,0.125
"Single","Woman","Straight",29,"CA","White","For  new friends, long-term dating, short-term dating","Who are single","Men","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.903846153846154,0,0
"Single","Man","Straight",31,"MA","White","For  new friends","Who are single","Women","secure",0.923076923076923,0.816666666666667,0.869047619047619,0.865384615384615,0,0
"Single","Woman","Straight",33,"Norway","White","For  new friends, long-term dating, short-term dating","Who are single","Men who like women","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Man","Straight",24,"India",NA,"For  new friends","Who are single","Women","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Man","Straight",34,"UK","Asian, Middle Eastern, Black, Indian, Hispanic / Latin, White, Other","For  new friends, long-term dating","Who are single","Women","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Man","Straight",50,"Ontario","White","For  new friends","Who are single","Women","anxious",0.576923076923077,0.583333333333333,0.595238095238095,0.846153846153846,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,"secure",1,0.783333333333333,0.869047619047619,0.942307692307692,0.321428571428571,0.0833333333333333
"Single","Man","Straight",39,"VA","Black","For  new friends, long-term dating, short-term dating, casual sex","Who are single","Women","anxious",0.692307692307692,0.666666666666667,0.69047619047619,0.826923076923077,0,0
"Single","Man","Straight",35,"Turkey","White","For  new friends, long-term dating","Who are single","Women","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Woman","Straight",40,"FL","White","For  new friends, long-term dating, short-term dating","Who are single","Men","anxious",0.846153846153846,0.883333333333333,0.892857142857143,0.788461538461538,0,0
"Single","Woman","Straight",29,"FL","White","For  long-term dating, short-term dating","Who are single","Men","secure",0.846153846153846,0.733333333333333,0.785714285714286,0.884615384615385,0,0
"Single","Man","Straight",26,"NY","White","For  long-term dating, short-term dating, casual sex","Who are single","Women","secure",0.884615384615385,0.883333333333333,0.904761904761905,0.865384615384615,0,0
"Single","Woman","Straight",31,"OH","White","For  new friends, long-term dating, short-term dating","Who are single","Men","avoidant",0.884615384615385,0.883333333333333,0.904761904761905,0.788461538461538,0,0.0416666666666667
"Single","Man","Straight",52,"NJ","White","For  new friends, long-term dating, short-term dating","Who are single","Women","secure",0.923076923076923,0.8,0.857142857142857,0.903846153846154,0,0
"Single","Man","Straight",40,"UK","White","For  new friends, long-term dating, short-term dating","Who are single","Women","avoidant",0.923076923076923,0.733333333333333,0.785714285714286,0.75,0,0.208333333333333
"Single","Woman","Straight",28,"Australia","Asian","For  new friends, long-term dating","Who are single","Men who like women","secure",0.923076923076923,0.883333333333333,0.916666666666667,0.865384615384615,0,0
"Single","Man","Straight",37,"FL","White","For  new friends, long-term dating, short-term dating","Who are single","Women","secure",0.807692307692308,0.766666666666667,0.797619047619048,0.865384615384615,0,0.125
"Single","Man","Straight",32,"CA","White","For  new friends, long-term dating, short-term dating","Who are single","Women","avoidant",0.961538461538462,0.666666666666667,0.75,0.5,0,0.166666666666667
"Single","Woman","Bisexual",31,"TX","White","For  new friends, long-term dating, short-term dating","Who are single","Everyone","anxious",0.615384615384615,0.583333333333333,0.607142857142857,0.423076923076923,0.107142857142857,0.0416666666666667
"Single","Woman","Bisexual",24,"ND","Black, Native American, White","For  new friends, long-term dating, short-term dating","Who are single","Everyone","fearful",0.884615384615385,0.85,0.880952380952381,0.788461538461538,0.0714285714285714,0.0833333333333333
"Single","Man","Straight",35,"Australia","Asian, Other","For  new friends, long-term dating","Who are single","Women","avoidant",0.923076923076923,0.916666666666667,0.94047619047619,0.788461538461538,0,0.0833333333333333
"Single","Man","Straight",21,"VA","Black","For  new friends","Who are single","Women","secure",0.769230769230769,0.816666666666667,0.821428571428571,0.865384615384615,0,0.125
"Single","Man","Straight",27,"NY","Hispanic / Latin","For  new friends, short-term dating, casual sex","Who are single","Women","secure",0.769230769230769,0.85,0.845238095238095,0.865384615384615,0,0
"Single","Man","Straight",39,"CA","White","For  long-term dating","Who are single","Women","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Woman","Straight",30,"CA","White","For  new friends, long-term dating","Who are single","Men who like women","secure",0.923076923076923,0.9,0.928571428571429,0.865384615384615,0,0.0833333333333333
"Single","Woman","Straight",43,"AZ","White","For  new friends, long-term dating","Who are single","Men","anxious",0.846153846153846,0.9,0.904761904761905,0.788461538461538,0,0
"Single","Man","Straight",27,"NY",NA,"For  new friends, long-term dating, short-term dating, casual sex","Who are single","Women","anxious",0.5,0.416666666666667,0.452380952380952,0.711538461538462,0.0714285714285714,0.0416666666666667
"Single","Man","Bisexual",26,"Ireland","White","For  new friends, long-term dating, short-term dating","Who are single","Everyone","avoidant",0.769230769230769,0.816666666666667,0.821428571428571,0.788461538461538,0,0.0833333333333333
"Single","Man","Straight",33,"UK","Other","For  new friends, long-term dating","Who are single","Women","anxious",0.961538461538462,0.883333333333333,0.928571428571429,0.788461538461538,0.107142857142857,0.0833333333333333
"Single","Man","Straight",25,"CA","Hispanic / Latin","For  new friends","Who are single","Women","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Man","Straight",24,"UK",NA,"For  new friends","Who are single","Women","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Man","Straight",38,"UK","Asian","For  new friends, long-term dating","Who are single","Women","anxious",0.961538461538462,0.866666666666667,0.916666666666667,0.596153846153846,0,0
"Single","Man","Straight",25,"NY","White","For  new friends, long-term dating, short-term dating","Who are single","Women","secure",0.807692307692308,0.75,0.785714285714286,0.865384615384615,0,0
"Single","Man","Straight",32,"TX","White","For  new friends, short-term dating","Who are single","Women","anxious",0.769230769230769,0.683333333333333,0.726190476190476,0.788461538461538,0,0
"Single","Woman","Bisexual",18,"UK","White","For  new friends, long-term dating, short-term dating","Who are single","Everyone","secure",0.884615384615385,0.916666666666667,0.928571428571429,0.865384615384615,0,0
"Single","Man","Straight",45,"TX","Hispanic / Latin","For  new friends, long-term dating","Who are single","Women","secure",1,0.8,0.880952380952381,0.865384615384615,0,0.0833333333333333
"Single","Man","Straight",22,"NY","Asian","For  new friends, short-term dating","Who are single","Women","secure",0.807692307692308,0.916666666666667,0.904761904761905,0.865384615384615,0,0
"Single","Man","Straight",32,"OH","White","For  long-term dating","Who are single","Women","secure",1,0.866666666666667,0.928571428571429,0.865384615384615,0.214285714285714,0.0416666666666667
"Single","Woman","Straight",38,"FL","Black","For  new friends, long-term dating, short-term dating","Who are single","Men","fearful",0.923076923076923,0.733333333333333,0.80952380952381,0.788461538461538,0.107142857142857,0.125
"Single","Man","Straight",44,"CA","White","For  long-term dating, short-term dating","Who are single","Women","anxious",0.961538461538462,0.866666666666667,0.916666666666667,0.788461538461538,0.0714285714285714,0
"Single","Man","Straight",22,"UK",NA,"For  short-term dating, casual sex","Who are single","Women","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Woman","Straight",41,"MA","White","For  new friends, long-term dating, short-term dating","Who are single","Men","avoidant",0.730769230769231,0.616666666666667,0.666666666666667,0.788461538461538,0,0.0416666666666667
"Single","Man","Straight",33,"Panama",NA,"For  new friends","Who are single","Women","anxious",0.884615384615385,0.85,0.880952380952381,0.788461538461538,0,0
"Single","Man","Straight",40,"Italy","White","For  new friends, long-term dating","Who are single","Women","secure",0.961538461538462,0.733333333333333,0.821428571428571,0.923076923076923,0,0.0833333333333333
"Single","Woman","Straight",26,"UK","Other","For  new friends, long-term dating, short-term dating","Who are single","Men who like women","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Man","Straight",44,"FL","White","For  new friends, long-term dating, short-term dating, casual sex","Who are single","Women","secure",0.884615384615385,0.716666666666667,0.785714285714286,0.865384615384615,0,0
"Single","Man","Straight",18,"UK",NA,"For  new friends","Who are single","Women","avoidant",0.846153846153846,0.816666666666667,0.845238095238095,0.788461538461538,0,0.166666666666667
"Single","Woman","Straight",29,"WA","White","For  new friends, long-term dating, short-term dating","Who are single","Men","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Man","Straight",26,"OH","White","For  new friends","Who are single","Women","secure",0.884615384615385,0.783333333333333,0.833333333333333,0.865384615384615,0,0
"Single","Man","Straight",27,"UK","White","For  new friends, long-term dating","Who are single","Women","secure",0.961538461538462,0.816666666666667,0.880952380952381,0.865384615384615,0,0.166666666666667
"Single","Man","Straight",23,"CA","Asian, Black, Native American","For  new friends, long-term dating, short-term dating","Who are single","Women","anxious",0.307692307692308,0.683333333333333,0.583333333333333,0.75,0,0
"Single","Man","Straight",21,"NY","White","For  long-term dating, short-term dating","Who are single","Women","secure",0.884615384615385,0.85,0.880952380952381,0.865384615384615,0,0
"Single","Man","Straight",28,"India",NA,"For  new friends, long-term dating, short-term dating, casual sex","Who are single","Women","secure",0.846153846153846,0.916666666666667,0.916666666666667,0.865384615384615,0,0
"Single","Man","Straight",33,"IA","White","For  new friends, long-term dating","Who are single","Women","secure",0.961538461538462,0.916666666666667,0.952380952380952,0.865384615384615,0,0
"Single","Man","Straight",24,"UT",NA,"For  new friends, casual sex","Who are single","Women","secure",0.769230769230769,0.883333333333333,0.869047619047619,0.865384615384615,0,0
"Single","Man","Straight",25,"UK","White","For  new friends","Who are single","Women","secure",0.923076923076923,0.8,0.857142857142857,0.903846153846154,0,0
"Single","Woman","Straight",29,"NV","White","For  new friends, long-term dating, short-term dating","Who are single","Men","secure",0.923076923076923,0.883333333333333,0.916666666666667,0.865384615384615,0,0
"Single","Man","Straight",33,"OR","White","For  new friends, long-term dating, short-term dating","Who are single","Women","secure",0.5,0.533333333333333,0.535714285714286,0.865384615384615,0.107142857142857,0.25
"Single","Woman","Straight",43,"UK","White","For  new friends, long-term dating, short-term dating","Who are single","Men","avoidant",0.576923076923077,0.6,0.583333333333333,0.788461538461538,0,0.458333333333333
"Single","Woman","Straight",25,"CA","Asian","For  new friends, long-term dating, short-term dating","Who are single","Men who like women","secure",0.884615384615385,0.916666666666667,0.928571428571429,0.865384615384615,0,0
"Single","Woman","Bisexual",32,"Ontario",NA,"For  long-term dating","Who are single","Everyone","secure",0.807692307692308,0.8,0.821428571428571,0.903846153846154,0,0
"Single","Woman","Straight",22,"NJ","Other","For  new friends, long-term dating","Who are single","Men","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Woman","Straight",43,"TN","Black","For  long-term dating","Who are single","Men","secure",0.884615384615385,0.866666666666667,0.892857142857143,0.903846153846154,0.0357142857142857,0.0833333333333333
"Single","Man","Straight",29,"South Korea","White","For  new friends","Who are single","Women","avoidant",0.807692307692308,0.866666666666667,0.869047619047619,0.788461538461538,0,0.0833333333333333
"Single","Man","Straight",20,"India",NA,"For  new friends, long-term dating, short-term dating","Who are single","Everyone","secure",0.923076923076923,0.9,0.928571428571429,0.865384615384615,0,0.125
"Open relationship","Woman","Bisexual",36,"NY","Hispanic / Latin","For  casual sex","Who are single","Women","secure",0.923076923076923,0.883333333333333,0.916666666666667,0.865384615384615,0,0
"Single","Man","Straight",30,"MT",NA,"For  new friends, long-term dating, short-term dating","Who are single","Women","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Man","Straight",33,"NC","White","For  new friends, long-term dating","Who are single","Women","secure",0.769230769230769,0.783333333333333,0.797619047619048,0.865384615384615,0,0
"Single","Woman","Straight",29,"OH","White","For  new friends, long-term dating","Who are single","Men","avoidant",0.961538461538462,0.916666666666667,0.952380952380952,0.788461538461538,0.0714285714285714,0.166666666666667
"Single","Woman","Straight",34,"Germany",NA,"For  new friends, long-term dating","Who are single","Straight men only","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0.0416666666666667
"Single","Woman","Straight",45,"Denmark",NA,"For  new friends","Who are single","Men who like women","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Woman","Straight",35,"FL","White","For  new friends, long-term dating","Who are single","Men","secure",0.846153846153846,0.666666666666667,0.738095238095238,0.923076923076923,0,0
"Single","Woman","Straight",35,"CA","White","For  new friends, long-term dating, short-term dating","Who are single","Everybody","secure",0.884615384615385,0.883333333333333,0.904761904761905,0.865384615384615,0,0
"Single","Man","Straight",37,"MT","White, Other","For  short-term dating","Who are single","Women","secure",0.884615384615385,0.916666666666667,0.928571428571429,0.865384615384615,0,0.0833333333333333
"Single","Man","Straight",26,"UK","White","For  new friends, long-term dating","Who are single","Women","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0.0833333333333333
"Single","Woman","Straight",34,"KS","White","For  new friends","Who are single","Men","anxious",0.884615384615385,0.8,0.845238095238095,0.826923076923077,0,0
"Single","Woman","Straight",29,"UK","White","For  new friends, long-term dating, short-term dating","Who are single","Men","secure",0.961538461538462,0.916666666666667,0.952380952380952,0.865384615384615,0,0
"Single","Woman","Bisexual",26,"Singapore","Asian","For  new friends, long-term dating","Who are single","All who like bi women","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Man","Straight",32,"Singapore","Asian","For  long-term dating","Who are single","Women","secure",0.961538461538462,0.866666666666667,0.916666666666667,0.865384615384615,0,0.0833333333333333
"Single","Man","Straight",27,"NY","Hispanic / Latin","For  new friends","Who are single","Women","secure",0.846153846153846,0.916666666666667,0.916666666666667,0.865384615384615,0,0
"Single","Man","Straight",72,"CO","White","For  new friends, long-term dating, short-term dating, casual sex","Who are single","Women","anxious",0.576923076923077,0.6,0.607142857142857,0.653846153846154,0.0714285714285714,0
"Single","Man","Straight",28,"Germany","White","For  new friends","Who are single","Women","secure",0.846153846153846,0.883333333333333,0.892857142857143,0.865384615384615,0,0
"Single","Woman","Straight",28,"WI","White","For  long-term dating","Who are single","Men","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0.0714285714285714,0.0833333333333333
"Single","Man","Straight",33,"UK","White","For  new friends, long-term dating, short-term dating","Who are single","Women","anxious",0.807692307692308,0.85,0.857142857142857,0.788461538461538,0,0
"Single","Woman","Straight",32,"British Columbia",NA,"For  new friends","Who are single","Men","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Woman","Straight",41,"Ontario","White","For  new friends","Who are single","Men","secure",0.846153846153846,0.55,0.654761904761905,0.865384615384615,0,0
"Single","Woman","Straight",25,"FL","White","For  new friends","Who are single","Men","anxious",0.923076923076923,0.916666666666667,0.94047619047619,0.788461538461538,0,0
"Single","Man","Straight",37,"Japan","Hispanic / Latin","For  new friends, long-term dating","Who are single","Women","secure",0.807692307692308,0.716666666666667,0.761904761904762,0.923076923076923,0.142857142857143,0.0833333333333333
"Single","Woman","Straight",30,"UK","White","For  long-term dating","Who are single","Men","anxious",0.923076923076923,0.9,0.928571428571429,0.788461538461538,0,0
"Single","Man","Straight",34,"UK",NA,"For  new friends","Who are single","Women","fearful",1,0.9,0.952380952380952,0.634615384615385,0.0714285714285714,0.0833333333333333
"Single","Man","Straight",24,"CO","Native American, White","For  new friends, long-term dating, short-term dating","Who are single","Women","secure",0.884615384615385,0.8,0.845238095238095,0.903846153846154,0,0
"Single","Woman","Straight",43,"Italy","White","For  new friends","Who are single","Men who like women","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Man","Straight",24,"UK","White","For  new friends, long-term dating","Who are single","Women","secure",0.884615384615385,0.816666666666667,0.857142857142857,0.865384615384615,0,0.0416666666666667
NA,NA,NA,NA,NA,NA,NA,NA,NA,"anxious",0.653846153846154,0.533333333333333,0.583333333333333,0.788461538461538,0,0
"Single","Woman","Bisexual",28,"RI","White","For  new friends, short-term dating","Who are single","Everyone","avoidant",0.192307692307692,0.6,0.488095238095238,0.846153846153846,0,0.166666666666667
"Single","Man","Straight",44,"GA","White","For  new friends, short-term dating, casual sex","Who are single","Women","secure",0.769230769230769,0.583333333333333,0.654761904761905,0.865384615384615,0.107142857142857,0.25
"Single","Man","Straight",30,"IL","White","For  new friends, long-term dating, short-term dating, casual sex","Who are single","Women","anxious",0.923076923076923,0.816666666666667,0.869047619047619,0.788461538461538,0,0
"Single","Man","Straight",50,"OH","White","For  new friends, long-term dating","Who are single","Women","anxious",0.846153846153846,0.833333333333333,0.857142857142857,0.788461538461538,0.178571428571429,0
"Single","Woman","Pansexual, Bisexual",25,"UK",NA,"For  new friends","Who are single","Everyone","avoidant",0.269230769230769,0.116666666666667,0.166666666666667,0.5,0.5,0.666666666666667
"Single","Woman","Straight",29,"Australia",NA,"For  long-term dating","Who are single","Straight men only","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Man","Gay",44,"CO","White","For  new friends, short-term dating, casual sex","Who are single","Men","anxious",0.653846153846154,0.65,0.666666666666667,0.519230769230769,0.0357142857142857,0
"Single","Woman","Straight",25,"Australia","Asian","For  new friends, long-term dating, short-term dating","Who are single","Men","secure",0.884615384615385,0.85,0.880952380952381,0.865384615384615,0,0.166666666666667
"Single","Woman","Gay",19,"Denmark","Asian","For  new friends","Who are single","Women","secure",0.961538461538462,0.883333333333333,0.928571428571429,0.865384615384615,0,0.166666666666667
"Single","Man","Straight",40,"TX","White","For  new friends, long-term dating, short-term dating","Who are single","Women","secure",0.807692307692308,0.733333333333333,0.773809523809524,0.903846153846154,0.214285714285714,0
"Single","Woman","Straight",26,"OH","White","For  new friends, long-term dating, short-term dating","Who are single","Men","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Man","Straight",26,"NY",NA,"For  new friends, short-term dating, casual sex","Who are single","Women","secure",0.923076923076923,0.866666666666667,0.904761904761905,0.865384615384615,0,0
"Single","Man","Straight",40,"CA","White","For  new friends, long-term dating","Who are single","Women","secure",1,0.9,0.952380952380952,0.865384615384615,0,0.0833333333333333
"Single","Woman","Straight",25,"CA","White","For  new friends, long-term dating, short-term dating","Who are single","Men who like women","secure",0.884615384615385,0.916666666666667,0.928571428571429,0.865384615384615,0,0
"Single","Man","Straight",32,"AR","White","For  new friends, long-term dating, short-term dating","Who are single","Women","avoidant",0.923076923076923,0.8,0.857142857142857,0.788461538461538,0,0.0833333333333333
"Single","Woman","Straight",27,"Denmark","Asian","For  new friends, long-term dating","Who are single","Straight men only","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Woman","Straight",26,"Sweden",NA,"For  new friends, long-term dating, short-term dating, casual sex","Who are single","Men","secure",0.5,0.766666666666667,0.702380952380952,0.865384615384615,0.0714285714285714,0
"Single","Man","Straight",36,"NJ","White","For  new friends, long-term dating, short-term dating","Who are single","Women","secure",0.923076923076923,0.833333333333333,0.880952380952381,0.865384615384615,0,0
"Single","Woman","Straight",28,"Ukraine",NA,"For  new friends","Who are single","Men","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Woman","Straight",25,"UK","White","For  new friends, long-term dating","Who are single","Men","anxious",0.923076923076923,0.916666666666667,0.94047619047619,0.826923076923077,0.0714285714285714,0.0416666666666667
"Single","Woman","Straight",34,"NY","White","For  new friends, long-term dating, short-term dating","Who are single","Men","secure",0.884615384615385,0.916666666666667,0.928571428571429,0.865384615384615,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,"avoidant",0.923076923076923,0.816666666666667,0.869047619047619,0.788461538461538,0.107142857142857,0.208333333333333
"Single","Man","Straight",42,"OR","White","For  new friends","Who are single","Women","secure",0.807692307692308,0.8,0.821428571428571,0.865384615384615,0.0357142857142857,0.0833333333333333
"Single","Man","Straight",36,"NC","White","For  new friends, long-term dating, short-term dating","Who are single","Women","secure",0.961538461538462,0.916666666666667,0.952380952380952,0.903846153846154,0,0.0416666666666667
"Single","Man","Straight",38,"VA","White","For  short-term dating","Who are single","Women","secure",0.846153846153846,0.683333333333333,0.75,0.865384615384615,0,0
"Single","Woman","Straight",30,"Netherlands","White","For  new friends, short-term dating","Who are single","Men","anxious",0.576923076923077,0.733333333333333,0.702380952380952,0.788461538461538,0.0714285714285714,0
"Single","Woman","Straight",35,"France",NA,"For  long-term dating, short-term dating","Who are single","Men","secure",0.846153846153846,0.633333333333333,0.714285714285714,0.865384615384615,0,0.0833333333333333
"Single","Man","Straight",29,"Alberta","White","For  new friends, long-term dating, short-term dating","Who are single","Women","avoidant",0.923076923076923,0.9,0.928571428571429,0.788461538461538,0,0.0833333333333333
"Single","Woman","Straight",32,"CA","Hispanic / Latin","For  long-term dating","Who are single","Men","secure",0.961538461538462,0.916666666666667,0.952380952380952,0.903846153846154,0,0
"Single","Woman","Straight",27,"OH","Native American, White","For  new friends, long-term dating, short-term dating","Who are single","Men","avoidant",0.884615384615385,0.75,0.80952380952381,0.75,0,0.0833333333333333
"Single","Man","Straight",26,"NY","White","For  new friends, long-term dating, short-term dating","Who are single","Women","secure",0.807692307692308,0.85,0.857142857142857,0.865384615384615,0,0
"Single","Man","Straight",34,"GA",NA,"For  new friends","Who are single","Women","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Man","Straight",20,"UK","White","For  new friends","Who are single","Women","secure",0.923076923076923,0.883333333333333,0.916666666666667,0.865384615384615,0,0
"Single","Man","Straight",25,"Alberta","Asian","For  new friends","Who are single","Women","secure",0.384615384615385,0.466666666666667,0.452380952380952,0.884615384615385,0.214285714285714,0.25
"Single","Woman","Straight",30,"LA","Pacific Islander, White","For  new friends, long-term dating, short-term dating","Who are single","Men","secure",0.923076923076923,0.9,0.928571428571429,0.865384615384615,0,0.0833333333333333
"Single","Woman","Straight",26,"Norway","Asian","For  new friends, long-term dating","Who are single","Straight men only","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Woman","Straight",24,"Denmark","Black","For  new friends, long-term dating","Who are single","Men who like women","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0.0714285714285714,0.0833333333333333
"Single","Woman","Straight",27,"MI",NA,"For  new friends, long-term dating, short-term dating","Who are single","Men","secure",0.923076923076923,0.883333333333333,0.916666666666667,0.865384615384615,0,0
"Single","Man","Straight",27,"NY",NA,"For  long-term dating, short-term dating, casual sex","Who are single","Women","secure",0.923076923076923,0.883333333333333,0.916666666666667,0.865384615384615,0,0
"Single","Man","Gay",20,"Philippines","Asian","For  new friends","Who are single","Men","secure",0.846153846153846,0.916666666666667,0.916666666666667,0.865384615384615,0,0
"Single","Man","Bisexual",27,"NC","White","For  new friends","Who are single","Everyone","avoidant",0.923076923076923,0.883333333333333,0.916666666666667,0.788461538461538,0,0.0833333333333333
"Single","Woman","Straight",33,"Hong Kong","Asian","For  new friends, long-term dating","Who are single","Men","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0
"Single","Man","Straight",50,"OK","White","For  new friends, long-term dating, short-term dating","Who are single","Women","avoidant",0.923076923076923,0.733333333333333,0.80952380952381,0.711538461538462,0,0.0833333333333333
"Single","Woman","Straight",28,"IL","White","For  new friends, long-term dating, short-term dating","Who are single","Men","secure",0.692307692307692,0.733333333333333,0.738095238095238,0.865384615384615,0,0.0833333333333333
"Single","Man","Straight",34,"FL","White","For  new friends, long-term dating, short-term dating","Who are single","Women","secure",0.923076923076923,0.916666666666667,0.94047619047619,0.865384615384615,0,0.0833333333333333
"Single","Woman","Straight",30,"Israel","Other","For  long-term dating","Who are single","Men","secure",0.961538461538462,0.9,0.94047619047619,0.903846153846154,0,0.0833333333333333
"Single","Man","Straight",27,"CA","White","For  new friends","Who are single","Women","fearful",0.923076923076923,0.75,0.821428571428571,0.75,0.178571428571429,0.166666666666667
"Single","Man","Straight",46,"Australia","White","For  new friends, long-term dating, short-term dating","Who are single","Everyone","fearful",0.384615384615385,0.55,0.511904761904762,0.673076923076923,0.214285714285714,0.25
